code	symbol
0	Control
2091	119103584
2092	119103597
2093	119103603
2094	119103707
2095	119103715
2096	119103788
2097	119103811
2098	119103820
2099	119103880
2100	119104041
2101	119104049
2102	119104050
2103	119104054
2104	119104056
2105	119104073
2106	119104341
2107	119104369
2108	119104604
2109	119104679
2110	119104994
2111	119105000
2112	119105005
2113	119105048
2114	119105102
2115	119105166
2116	119105310
2117	119105566
2118	119105572
2119	119105601
2120	119105604
2121	119105736
2122	119105773
2123	119105981
2124	119106014
2125	119106374
2126	119106402
2127	119138
2128	11914
2129	11915
2130	119170
2131	119182
2132	1191868
2133	119192
2134	119193
2135	11920
2136	119204
2137	119214
2138	119242
2139	119245
2140	119247
2141	119250
2142	119258
2143	119307
2144	119349
2145	119357
2146	119368
2147	119369
2148	119373
2149	119376
2150	119442
2151	119444
2152	11944602
2153	119461
2154	11948668
2155	11948807
2156	11949626
2157	11949646
2158	11949652
2159	11950168
2160	11950170
2161	11950726
2162	119525
2163	11953346
2164	11953348
2165	119537
2166	11953816
2167	11953944
2168	11954009
2169	11954171
2170	11954197
2171	11954233
2172	11954316
2173	11954371
2174	11955716
2175	11955855
2176	119565
2177	119569
2178	119570
2179	11957475
2180	11957479
2181	11957481
2182	11957493
2183	11957497
2184	11957499
2185	11957500
2186	11957512
2187	11957519
2188	11957524
2189	11957531
2190	11957535
2191	11957537
2192	11957547
2193	11957553
2194	11957555
2195	11957572
2196	11957575
2197	11957576
2198	11957585
2199	11957586
2200	11957593
