cell_line,split,name,estimator,embedding,primary_metric,L2,MSE,MAE,Spearman,Pearson,path
MCF7,heldout_molecules,lasso_baseline_avalon,lasso,avalon,L2,7.473606768358353,0.004336673256523063,0.02604465177470956,0.2194339553712643,0.2646180063533551,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-35.678758.json
MCF7,heldout_molecules,lasso_baseline_cats2D,lasso,cats2D,L2,7.400715535818229,0.004287045898578626,0.025979091471427664,0.21719119963806638,0.25970919943849663,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-37.061539.json
MCF7,heldout_molecules,lasso_baseline_cats3D,lasso,cats3D,L2,7.317370072451661,0.004304162179116539,0.025939027142363135,0.21683982430497037,0.26370606547615566,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-39.584862.json
MCF7,heldout_molecules,lasso_baseline_chatgpt,lasso,chatgpt,L2,7.602642394335502,0.004433926552113819,0.02612614512501036,0.23167922355513965,0.28510714020902683,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-45.667723.json
MCF7,heldout_molecules,lasso_baseline_ecfp,lasso,ecfp,L2,7.593819664874574,0.004395172844579671,0.026443173022486614,0.22313480421852128,0.27239203325944306,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-48.802980.json
MCF7,heldout_molecules,lasso_baseline_erg,lasso,erg,L2,7.355431441137593,0.0043334205192049596,0.02595387629887101,0.2173111296794381,0.26633740514521154,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-54-05.238417.json
MCF7,heldout_molecules,lasso_baseline_fcfp,lasso,fcfp,L2,7.587385821395135,0.004406878945901766,0.026452631744014736,0.22188166467121254,0.2731162590322785,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-54-06.924237.json
MCF7,heldout_molecules,lasso_baseline_maccs,lasso,maccs,L2,7.55037644056204,0.004351226619903142,0.026184405822279898,0.21775402291654034,0.2578169475726933,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-54-04.784039.json
MCF7,heldout_molecules,lasso_baseline_morgan_initialized_lpm,lasso,morgan_initialized_lpm,L2,7.204786208826507,0.0038684964116576298,0.02568948853125898,0.21868776282143743,0.25294757092667985,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-29.759574.json
MCF7,heldout_molecules,lasso_baseline_pca,lasso,pca,L2,4.376881624385477,0.0014580441934216668,0.017226341720160958,0.5227420272857879,0.7152431623618055,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-42.262032.json
MCF7,heldout_molecules,lasso_baseline_random,lasso,random,L2,7.317370072451661,0.004304162179116539,0.025939027142363135,0.21683982430497037,0.26370606547615566,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-29.467521.json
MCF7,heldout_molecules,lasso_baseline_secfp,lasso,secfp,L2,7.681777160184944,0.004600718879830554,0.026623094562191515,0.22062595670616214,0.25718762339150086,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-54-06.724241.json
MCF7,heldout_molecules,lasso_baseline_topological,lasso,topological,L2,7.385490521274084,0.004345947753439098,0.025979135866453812,0.2159423175006004,0.25954985595559416,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-54-09.466403.json
