,dataset,fold,metrics,name,primary_metric,L2,MSE,MAE,Spearman,Pearson,cell_line
122,expression/pert_prediction_tahoe_regression,CVCL_1381.2,"{'primary_metric': 'L2', 'L2': 4.741440220460077, 'MSE': 0.0016607523188730828, 'MAE': 0.0146397437742986, 'Spearman': 0.5574137089120252, 'Pearson': 0.7123237799170274}",knn_baseline_LPM_emb,L2,4.741440220460077,0.0016607523188730828,0.0146397437742986,0.5574137089120252,0.7123237799170274,CVCL_1381
123,expression/pert_prediction_tahoe_regression,CVCL_1478.2,"{'primary_metric': 'L2', 'L2': 4.922642022368812, 'MSE': 0.0019369937707630269, 'MAE': 0.015060017257245506, 'Spearman': 0.5275983789081488, 'Pearson': 0.6747037880878295}",knn_baseline_LPM_emb,L2,4.922642022368812,0.0019369937707630269,0.015060017257245506,0.5275983789081488,0.6747037880878295,CVCL_1478
124,expression/pert_prediction_tahoe_regression,CVCL_1495.2,"{'primary_metric': 'L2', 'L2': 5.084807166521572, 'MSE': 0.0018627042382827216, 'MAE': 0.016119998816032852, 'Spearman': 0.5674840431700896, 'Pearson': 0.704565994013755}",knn_baseline_LPM_emb,L2,5.084807166521572,0.0018627042382827216,0.016119998816032852,0.5674840431700896,0.704565994013755,CVCL_1495
125,expression/pert_prediction_tahoe_regression,CVCL_1517.2,"{'primary_metric': 'L2', 'L2': 5.2471994780245375, 'MSE': 0.0019254675600979413, 'MAE': 0.0173303103298575, 'Spearman': 0.5534497422533866, 'Pearson': 0.6874058278387757}",knn_baseline_LPM_emb,L2,5.2471994780245375,0.0019254675600979413,0.0173303103298575,0.5534497422533866,0.6874058278387757,CVCL_1517
126,expression/pert_prediction_tahoe_regression,CVCL_1547.2,"{'primary_metric': 'L2', 'L2': 4.774647174312971, 'MSE': 0.0015795899051314864, 'MAE': 0.01596181526653651, 'Spearman': 0.5529052326920572, 'Pearson': 0.6898455332837807}",knn_baseline_LPM_emb,L2,4.774647174312971,0.0015795899051314864,0.01596181526653651,0.5529052326920572,0.6898455332837807,CVCL_1547
127,expression/pert_prediction_tahoe_regression,CVCL_1550.2,"{'primary_metric': 'L2', 'L2': 4.715324067238432, 'MSE': 0.001606079742258619, 'MAE': 0.014907024887288742, 'Spearman': 0.5546538760734271, 'Pearson': 0.6893361427754248}",knn_baseline_LPM_emb,L2,4.715324067238432,0.001606079742258619,0.014907024887288742,0.5546538760734271,0.6893361427754248,CVCL_1550
128,expression/pert_prediction_tahoe_regression,CVCL_1635.2,"{'primary_metric': 'L2', 'L2': 4.7733968127005655, 'MSE': 0.0015889576959012982, 'MAE': 0.015417775867207325, 'Spearman': 0.5485103014222186, 'Pearson': 0.6819519034410777}",knn_baseline_LPM_emb,L2,4.7733968127005655,0.0015889576959012982,0.015417775867207325,0.5485103014222186,0.6819519034410777,CVCL_1635
129,expression/pert_prediction_tahoe_regression,CVCL_1666.2,"{'primary_metric': 'L2', 'L2': 4.682388740943241, 'MSE': 0.0015727958494055605, 'MAE': 0.015352684755044206, 'Spearman': 0.5399788101422843, 'Pearson': 0.6869999143669498}",knn_baseline_LPM_emb,L2,4.682388740943241,0.0015727958494055605,0.015352684755044206,0.5399788101422843,0.6869999143669498,CVCL_1666
130,expression/pert_prediction_tahoe_regression,CVCL_1693.2,"{'primary_metric': 'L2', 'L2': 3.840597000635719, 'MSE': 0.0009206421738549548, 'MAE': 0.013004347966672618, 'Spearman': 0.5568946346199828, 'Pearson': 0.6909586766596699}",knn_baseline_LPM_emb,L2,3.840597000635719,0.0009206421738549548,0.013004347966672618,0.5568946346199828,0.6909586766596699,CVCL_1693
131,expression/pert_prediction_tahoe_regression,CVCL_1717.2,"{'primary_metric': 'L2', 'L2': 4.101307112088044, 'MSE': 0.0011538164902668584, 'MAE': 0.013680141928613835, 'Spearman': 0.545631128847784, 'Pearson': 0.6830997877693277}",knn_baseline_LPM_emb,L2,4.101307112088044,0.0011538164902668584,0.013680141928613835,0.545631128847784,0.6830997877693277,CVCL_1717
132,expression/pert_prediction_tahoe_regression,CVCL_1724.2,"{'primary_metric': 'L2', 'L2': 5.1554899198415365, 'MSE': 0.0018905543229947544, 'MAE': 0.01695198531867116, 'Spearman': 0.5171503192948723, 'Pearson': 0.66233695025166}",knn_baseline_LPM_emb,L2,5.1554899198415365,0.0018905543229947544,0.01695198531867116,0.5171503192948723,0.66233695025166,CVCL_1724
133,expression/pert_prediction_tahoe_regression,CVCL_1731.2,"{'primary_metric': 'L2', 'L2': 4.769942075642098, 'MSE': 0.0015758129768301196, 'MAE': 0.015272012278334846, 'Spearman': 0.548430825615803, 'Pearson': 0.6834030350759853}",knn_baseline_LPM_emb,L2,4.769942075642098,0.0015758129768301196,0.015272012278334846,0.548430825615803,0.6834030350759853,CVCL_1731
134,expression/pert_prediction_tahoe_regression,CVCL_C466.2,"{'primary_metric': 'L2', 'L2': 4.951876497068256, 'MSE': 0.0018363779787548954, 'MAE': 0.014989325408601028, 'Spearman': 0.5343747393383187, 'Pearson': 0.6892854053413053}",knn_baseline_LPM_emb,L2,4.951876497068256,0.0018363779787548954,0.014989325408601028,0.5343747393383187,0.6892854053413053,CVCL_C466
135,expression/pert_prediction_tahoe_regression,CVCL_0023.3,"{'primary_metric': 'L2', 'L2': 4.950436654581062, 'MSE': 0.0017263389471897954, 'MAE': 0.015342374287382735, 'Spearman': 0.5252878230682847, 'Pearson': 0.6640001376644186}",knn_baseline_LPM_emb,L2,4.950436654581062,0.0017263389471897954,0.015342374287382735,0.5252878230682847,0.6640001376644186,CVCL_0023
136,expression/pert_prediction_tahoe_regression,CVCL_0028.3,"{'primary_metric': 'L2', 'L2': 5.1178093129078865, 'MSE': 0.001556002133270845, 'MAE': 0.01843735261516367, 'Spearman': 0.46408075890320477, 'Pearson': 0.591293826262718}",knn_baseline_LPM_emb,L2,5.1178093129078865,0.001556002133270845,0.01843735261516367,0.46408075890320477,0.591293826262718,CVCL_0028
